CompanyId,PersianYear,Return,Beta,DPR,Cash to total assets ratio,Current ratio,Quick Ratio,Debt to equity ratio,Equity Ratio,DuPont Ratio,Gross profit margin,Operating profit margin,Net profit margin,Return on assets,Return on equity,Return on investment,Sales growth rate,Current debt to total debt Ratio,Net working capital,Cost to sales ratio,Sale to current assets,Capital to sales ratio,Operating cash flow to sales,Cash flow returns to sales,Profit margin before interest and taxes,Net return on working capital
119,1395,-14.53,1.31,0.56,5.13,0.8,0.55,0.79,1.79,55.87,19.94,13.08,5.39,3.78,6.69,4.35,25.6,81.87,-89734,6.54,2.33,74.77,74.77,15.54,14.28,-51.19
120,1395,20.85,0.84,0.55,9.32,1.41,0.92,0.51,1.51,66.09,29.09,22.98,24.63,14.21,21.75,14.96,9.8,69.99,76104,8.06,1.56,97.55,97.55,19.18,31,143.14
121,1395,-14.48,0.51,0,1.61,0.3,0.18,36,37,2.7,34.93,17.66,-11.15,-4.13,-37.98,-5.71,67.96,54.61,-12345030,17.16,2.28,41.49,41.49,24.85,9.99,11.41
129,1395,44.74,1.61,0.1,5.41,1.24,0.91,3.84,4.84,20.65,8.33,2.48,12.89,6.69,33.83,8.16,3.19,97.24,143647,4.71,0.48,28.22,28.22,3.28,32.77,39.98
131,1395,19.48,-0.01,0.73,0.16,1.66,1.42,1.24,2.24,44.57,42.79,52.51,39.24,22.13,49.44,31.77,6.56,98.29,1609630,4.58,0.58,16.02,16.02,20.88,53.46,63.06
132,1395,16.57,-0.02,0.72,0.4,1.25,1.04,3.23,4.23,23.66,46.78,40.25,19.46,14.71,70.57,20.09,5.43,98.74,491896,6.45,0.79,7.34,7.34,20.01,40.36,96.58
133,1395,44.34,0.71,0.7,0.37,1.42,0.96,1.87,2.87,34.81,39.54,33.22,34.54,19.56,52.44,28.69,8.64,95.65,587620,6.59,0.57,20.99,20.99,3.66,46.65,76.6
134,1395,51.18,-0.51,0.92,9.95,1.24,0.95,2.81,3.81,26.24,47.91,44,28.92,15.15,53.69,18.14,-11.24,98.32,743424,4.11,0.54,20.08,20.08,28.23,53.7,77.24
135,1395,56.73,0.56,0.8,0.45,1.19,0.86,3.35,4.35,22.99,17.44,12.79,5.78,3.02,13.1,3.55,25.28,64.5,175593,4.66,0.88,23.18,23.18,0.04,15.06,49.65
137,1395,19.99,0.19,0.74,0.52,1.45,1.21,1.44,2.44,40.92,56.84,53.61,36.96,22.42,54.41,30.98,2.96,97.67,1039776,6.55,0.65,11.41,11.41,21.59,55.3,96.25
139,1395,1.39,1.1,0.12,1.59,1.51,1.32,1.12,2.12,47.19,18.58,13.78,4.46,2.37,4.69,2.85,43.54,98.46,540854,4.83,0.64,53.33,53.33,-10.51,19.7,8.55
141,1395,-22.75,1.2,0,0.23,0.68,0.58,-5.45,-4.45,-22.47,18.66,-7.89,-56.52,-22.28,0,-42.17,-39.99,98.83,-436106,23.86,0.58,19.62,19.62,62.32,-7.52,118.3
143,1395,6.97,0.23,0.9,1.51,1.41,1.21,1.53,2.53,39.5,77.02,70.71,51.57,22.8,59.33,30.37,5.94,98.25,706462,6.25,0.65,12.55,12.55,24.34,72.19,95.21
144,1395,-17.79,-0.04,0.96,2.52,1.34,1.09,1.75,2.75,36.36,36.17,27.84,23.29,14.18,39.18,18.86,1.41,97.78,933107,7.34,0.7,11.62,11.62,21.82,38.57,65.84
145,1395,-8.71,0.08,0.46,5.57,1.44,0.99,0.98,1.98,50.49,42.67,36.02,21.02,12.1,23.43,13.03,8.23,95.36,457284,6.35,0.77,71.56,71.56,12.07,37.46,55.07
146,1395,49.11,0.01,0.94,7.45,2.4,1.53,0.72,1.72,57.98,57.38,53.1,39.67,34.21,61.45,40.09,16.63,74.24,1024120,5.33,1.07,10.7,10.7,43.15,53.36,80.55
147,1395,35.99,-0.17,0.94,2.46,2.26,1.8,0.68,1.68,59.37,55.75,52.53,38.09,34.6,58.28,39.3,16.96,99.11,1939980,2.18,0.87,22.45,22.45,29.74,52.65,68.93
150,1395,116.59,-0.09,0.77,2.57,3.38,2.77,0.28,1.31,76.58,63.13,56.05,48.72,39.09,50.16,44.73,11.24,88.46,513640,8.42,1.04,52.71,52.71,44.49,60.5,77.48
151,1395,-31.52,0.35,1.14,0.96,1.14,0.83,5.01,6.01,16.63,31.75,24.34,7.02,6.22,37.84,7.12,5.61,99.7,502716,6.97,0.84,13.35,13.35,0.26,24.56,52.4
152,1395,32.39,-0.01,14.38,0.31,1.01,0.79,12.95,13.95,7.17,31.49,27.16,1.32,0.78,6.05,1.01,-4.45,99.56,43177,4.57,0.56,8.25,8.25,-7.39,27.65,14.98
155,1395,-20.35,0.1,0.87,1.19,0.98,0.76,4.38,5.38,18.59,41.25,35.52,13.02,8.77,47.57,11.23,7.75,96.83,-112634,5.06,0.84,13.39,13.39,28.41,35.54,-536.42
156,1395,63.82,-0.37,0.89,3.61,1.36,0.84,1.71,2.71,36.88,40.51,35.74,26.74,18.53,51.41,22.14,5.69,96.33,539878,7.58,0.73,7.95,7.95,8.13,37.51,81.19
157,1395,73,0.41,0.91,1.24,1.38,0.96,2.02,3.02,33.16,22.25,18.11,8,8.13,30.03,12.04,22.39,96.89,268624,4.11,1.07,8.13,8.13,20.45,18.31,44.24
159,1395,-1.07,-0.18,0,3.7,0.81,0.57,1.44,2.44,40.95,21.68,13.77,-10.74,-3.31,-8.71,-3.88,-7.32,81.32,-130664,7.39,0.77,55.98,55.98,1.12,15.61,41.88
168,1395,-8.83,2.03,0,2.28,1.03,0.77,1.53,2.53,39.47,13.98,7.28,4.92,3.38,8.16,6.46,12.48,96.77,27914,6.75,1.11,26.28,26.28,10.59,7.52,92.49
169,1395,10.73,0.46,0,7.07,0.58,0.36,-5.77,-4.77,-20.98,-16.95,-30.43,-36.1,-45.25,-604.81,-271.85,-15.2,95.2,-177813,8.06,2.24,21.78,21.78,11.28,-26.88,218.35
175,1395,4.08,1.79,0,6.63,1.1,0.49,6.14,7.14,14,21.67,11.01,21.93,32.07,858.33,55.92,43.25,81.46,93490,7.87,1.73,16.16,16.16,10.44,26.78,-4155
178,1395,40.27,0.55,0.8,11.49,1.48,0.79,0.87,1.87,53.61,27.87,24.05,17.63,18.9,38.26,24.32,23.14,77.58,1507129,3.78,1.91,18.65,18.65,31.12,25.22,133.52
179,1395,2.16,1.76,0,7.6,1.28,0.84,2.42,3.42,29.28,21.42,10.78,-2.31,-1.41,-4.96,-2.25,-33.24,95.19,352071,6.59,0.77,48.2,48.2,39.09,11.09,-7.62
182,1395,-5.23,1.69,1.3,3.06,1.35,0.64,0.69,1.69,59.27,41.27,13.73,15.13,3.36,5.59,5.63,-3.81,98.43,-131937,14.09,0.42,165.19,165.19,5.6,15.36,-25.48
186,1395,28.31,2.57,0,11.64,0.86,0.69,2.51,3.51,28.52,9.05,3.26,-0.74,-1.32,-4.2,-2.08,97.81,82.36,-165233,4.76,3.43,25.65,25.65,8.49,3.35,16.55
187,1395,202.73,0.51,0.11,2.42,1.32,0.49,1.07,2.07,48.23,13.52,6.42,1.47,1.68,3.42,2.33,12.77,94.65,18079,7.54,1.78,38.81,38.81,5.89,6.61,11.12
192,1395,30.36,0.94,0.43,9.93,1.22,0.7,2.37,3.37,29.69,18.83,8.65,5.63,5.22,14.73,9.24,1.29,76.89,52399,10.37,1.44,16.02,16.02,17.35,9.96,25.69
193,1395,11.84,1.93,0,1.03,0.6,0.2,6.52,7.52,13.3,2.94,-9.31,-14.8,-7.22,-38.63,-15.47,-18.62,81.45,-264988,10.39,1.25,50.96,50.96,-1.51,-7.09,35.51
196,1395,-5.9,2,0,6.25,1.51,0.71,2.52,3.52,28.39,9.96,1.26,-0.98,-1.8,-13.05,-2.96,33.75,78.91,72458,7.78,1.92,16.92,16.92,7.85,1.98,-14.75
200,1395,-15.67,2.07,1.26,3,1.3,0.79,1.11,2.11,47.31,31.46,19.04,13.11,7.52,15.85,13.6,-8.38,94.37,202277,10.7,0.9,47.39,47.39,37.01,19.54,46.06
201,1395,28.74,1.81,0.37,14.81,2.37,1.23,0.49,1.49,66.99,47.61,40.87,61,23.29,36.86,24.5,12.35,50.98,282658,6.62,0.9,113.98,113.98,28.13,72.6,124.43
202,1395,26.83,-0.14,0.1,6.05,1.47,1.07,0.46,1.46,68.33,35.67,29.91,32.64,10.04,16.49,12.89,2.7,84.91,114911,5.76,0.87,162.24,162.24,16.61,35.26,80.39
204,1395,32.5,0.97,0,1.41,1.42,0.9,4.06,5.06,19.74,-6.83,-26.69,-31.2,-20.89,-69.43,-48.09,-15.12,75.79,191639,14.17,0.87,52.77,52.77,-5.64,-25.41,-74.89
208,1395,-15.98,0.02,0,6.6,1.32,0.66,1.06,2.06,48.59,5.46,-7.08,-7.83,-3.99,-8.13,-6.89,15.12,96.93,105087,11.91,0.78,73.32,73.32,10.64,-5.68,-24.56
209,1395,91.59,1.07,0.8,1.56,1.29,0.31,1.94,2.94,34.06,25.25,15.82,11.18,14.21,42.87,29.35,10.29,97.31,88842,7.83,1.63,13.77,13.77,22.93,16,74.2
210,1395,12.23,0.09,0,4.71,0.5,0.2,-5.38,-4.38,-22.81,-27.84,-296.87,-337.54,-31.68,0,-692.56,-73.96,96.12,-497050,30.1,0.2,183.34,183.34,198.6,-260.27,122.92
211,1395,21.74,0.98,1.16,4.81,1.39,0.8,1.83,2.83,35.34,20,14.82,6.09,4.68,12.58,7.51,23.07,96.32,387481,6.9,0.82,35.49,35.49,13.21,13.37,18.62
212,1395,13.34,1.11,0.75,5.27,1.32,0.37,0.95,1.95,51.19,28.6,18.32,14.72,10.27,21.06,16.04,18.56,90.47,218928,9.35,1.19,49.83,49.83,10.19,21.21,109
213,1395,12.34,1.8,0,0.79,0.76,0.4,1.6,2.6,38.39,20.89,14.84,0.35,0.19,0.48,0.27,22.58,83.56,-95304,6.16,1.37,72.41,72.41,30.91,15.2,-1.95
215,1395,1.56,1.84,0.16,4.22,0.7,0.44,1.21,2.21,45.18,16.16,4.45,25.36,6.7,16.07,9.15,18.58,75.36,-1083648,4.35,0.92,74.61,74.61,39.96,42.69,-37.51
218,1395,22,0.86,0.33,4.03,0.47,0.12,2.84,3.84,26.06,21.82,8.55,0.12,0.06,0.21,0.11,-21.94,80.63,-748200,8.55,1.73,48.66,48.66,15.25,10.57,-0.19
223,1395,157.7,0.11,0.85,19.57,0.75,0.39,2.36,3.36,29.8,26.06,14.71,10.58,5.99,21.01,9.46,30.06,81.72,-173579,9.86,1.25,35.98,35.98,13.75,15.99,-34.44
224,1395,48.21,1.66,0.91,13.11,0.81,0.32,1.6,2.6,38.4,24.55,16.73,11.81,7.43,18.36,12.01,-2.19,94.98,-154832,6.99,1.33,34.64,34.64,17.8,19.42,-91.85
226,1395,37.84,0.8,1.52,2.19,0.72,0.15,1.46,2.46,40.7,21.92,16.07,13,7.91,18.83,14.75,10.07,97.26,-310380,3.5,1.51,32.88,32.88,34.93,17.33,-46.34
228,1395,54.49,0.25,1.01,34.83,0.79,0.43,4.4,5.4,18.53,20.44,12.82,15.69,11.29,54.25,17.28,20.02,96.71,-162442,7.62,1.05,8.36,8.36,17.11,23.73,-73.7
229,1395,37.47,0.73,2.02,2.22,0.61,0.23,2.46,3.46,28.92,24.38,17.83,4.52,1.96,6.16,2.8,-4.01,96.12,-627027,6.55,1.03,45.46,45.46,22.1,22.56,-8.11
230,1395,-26.7,1.57,0,11.54,0.53,0.34,4.28,5.28,18.94,4.51,-13.18,-20.13,-8.98,-36.27,-17.84,6.88,95.52,-587286,11.26,1.07,90.81,90.81,-1.7,-9.54,27.52
232,1395,45.62,0.54,0.76,30.88,0.83,0.35,1.88,2.88,34.71,35.9,16.34,15.53,14.51,40.02,27.58,19.31,96.82,-102041,16.39,1.72,6.37,6.37,26.16,20.22,-220.68
233,1395,19.58,0.24,0.91,29.51,1.16,0.59,1.6,2.6,38.5,28.25,16.26,16.56,15.71,37.64,35.85,-1.17,92.64,92080,11.94,1.49,12.53,12.53,21.02,21.83,132.03
235,1395,-11.74,0.1,0.9,7.95,0.8,0.51,2.39,3.39,29.53,18.24,10.02,7.4,5.72,17.7,9.59,31.76,95.07,-196179,8.58,1.29,19.61,19.61,17.88,12.87,-51.1
239,1395,109.41,0.12,0.37,20.4,0.82,0.53,3.73,4.73,21.13,22.36,13,16.99,7.3,31.6,13.75,3.48,72.57,-246840,6.7,0.92,36.69,36.69,30.79,25.55,-115.98
241,1395,-11.18,-0.01,1.09,6.7,0.69,0.39,1.53,2.53,39.58,21.18,10.93,15.66,10.01,22.07,16.03,-10.09,94.46,-176136,7.54,1.47,39.64,39.64,9.28,20.34,-87.99
242,1395,17.32,1.02,0.54,2.74,2.24,0.75,0.33,1.33,75.37,14.61,7.49,12.48,5.58,7.64,6.62,-0.49,79.39,424912,7.12,1.04,112.58,112.58,21.12,16.13,25.47
250,1395,16.14,0.46,0.83,14.85,1.17,0.8,0.66,1.66,60.11,65.83,58.11,51.83,38.97,60.76,54.29,12.51,97.97,55574,7.73,1.5,30.7,30.7,37.3,65.21,538.66
254,1395,34.2,0,0.11,10.03,0.64,0.13,3.39,4.39,22.76,8.52,6.31,2.65,5.16,20.71,8.87,23.74,98.68,-275385,2.53,3.9,7.54,7.54,6.01,6.95,-21.08
255,1395,266.9,1.53,0,3.86,1,0.73,2.98,3.98,25.1,37.71,22.16,-1.31,-0.74,-2.65,-0.92,19.92,78.71,4113,9.7,0.93,47.31,47.31,23.36,20.61,195.63
258,1395,2.84,0.1,0.96,9.06,1.45,0.78,0.52,1.52,65.89,22.02,15.18,6.19,3.99,6.28,5,7.73,100,243326,6.84,1.41,79.43,79.43,43.03,15.19,24.21
259,1395,-1.71,0.02,0.5,16.11,1.82,0.87,0.95,1.95,51.24,8.09,7.65,4.66,8.59,17.7,12.82,5.97,88.59,660984,2.1,2.38,18.6,18.6,19.62,8.5,26.6
264,1395,33.52,0.01,0.51,13.71,1.87,0.53,0.71,1.71,58.58,10.04,9.67,7.13,11.38,19.96,15.25,-3.62,99.28,681340,2.8,2,14.65,14.65,-0.62,10.85,35.02
268,1395,11.5,1.97,0.42,1.55,1.2,0.69,0.68,1.68,59.36,14.17,7.64,3.78,4.09,6.86,4.64,68.92,73.48,74046,3.68,2.93,52.55,52.55,7.19,7.72,50.85
269,1395,80.97,1.93,0.54,7.84,1.31,0.53,2.21,3.21,31.2,12.51,11.18,10.04,12.67,42.03,17.06,30.69,95.39,999749,2.23,1.3,16.32,16.32,-1.28,15.17,73.11
271,1395,82.44,2.26,0.5,4.04,2.35,1.32,0.37,1.37,72.84,35.88,33.96,33.34,18.01,25.83,21.16,19.7,90.42,1980796,5.33,0.87,66.46,66.46,14.14,35.05,64.26
273,1395,102.56,2.09,0,2.4,1.34,0.41,1.57,2.57,38.89,10.57,1.82,-0.77,-0.96,-2.07,-1.82,166.87,92.9,97965,6.82,1.56,53.34,53.34,1.94,2.14,-3.81
274,1395,273.09,1.14,0.64,17.06,2.1,1.35,0.73,1.73,57.66,26.18,21.78,19.19,29.16,56.43,40.67,60.82,88.82,212051,4.43,1.68,17.64,17.64,17.91,23.23,94.26
275,1395,89.7,1.31,0,1.83,1.16,0.37,1.3,2.3,43.49,8.06,1.89,2.21,1.76,3.58,3.14,-23.95,90.9,8151,6.17,1.16,72.56,72.56,-4.37,2.21,23.58
278,1395,40.04,0.64,0,6.8,1.96,1.13,0.99,1.99,50.37,33.73,-0.58,0.79,0.37,0.6,0.65,123.67,97.02,95955,32.24,0.47,173.55,173.55,-24.36,0.79,0.67
289,1395,34.32,0.09,0.55,4.64,3.47,1.06,0.25,1.25,80.27,31.02,23.15,19.27,15.97,20.13,19.25,20.05,95.64,680829,8.21,1.24,42.22,42.22,12.46,25.08,35.01
292,1395,86.21,0.86,0.63,26.49,2.74,1.74,0.45,1.45,68.82,39.33,30.78,30.6,34.47,47.58,43.49,8,98.38,128851,8.88,1.23,32.05,32.05,25.44,37.04,61.27
308,1395,11.81,1.85,0.55,2.68,1.4,0.51,2.13,3.13,31.96,19.45,9.99,1.75,1.28,3.91,1.78,-12.47,88.37,368067,9,0.88,31.83,31.83,16.54,10.69,5.42
309,1395,93.92,1.54,0.83,4.61,2.15,0.39,0.81,1.81,55.11,36.06,11.59,8.36,4.33,7.41,5.38,-14.11,95.15,214107,25.29,0.54,68.95,68.95,-5.83,16.7,8.5
311,1395,-15.82,1.64,0,42.03,1.01,0.5,0.83,1.83,54.59,22.45,10.65,0.79,0.27,0.46,0.38,58.14,95.49,11612,10.37,0.73,236.71,236.71,51.31,14.39,46.27
312,1395,50.62,1.1,0.92,49.52,1.4,1.21,0.98,1.98,50.55,13.24,8.66,10.64,14.11,27.62,24.75,21.3,96.59,1085329,5.62,1.92,24.52,24.52,29.8,13.06,75.98
313,1395,92.51,1.65,0.9,3.73,1.86,0.64,0.87,1.87,53.56,35.88,14.82,8.94,5.14,9.17,6.59,-1.91,80.7,86670,15.97,0.8,73.42,73.42,14.53,15.44,15.52
322,1395,9.04,1.39,0.83,3.48,1.4,0.62,2.45,3.45,28.99,10.03,4.44,8.71,6,21.13,10.8,30.88,80.2,606342,7.09,0.84,8.51,8.51,11.28,12.4,24.89
324,1395,3.43,1.07,0.11,4.1,1.24,0.63,2.77,3.77,26.53,23.15,6.84,1.1,1.56,6.31,2.25,5.33,71.36,542355,16.43,2.29,10.82,10.82,13.72,9.84,19.54
329,1395,-2.53,1.41,0.75,0.07,1.28,1.1,2.56,3.56,28.12,40.39,43.36,25.26,8.89,30.73,13.02,9.42,96.92,2834846,5.19,0.4,28.37,28.37,-3.47,47.56,52.39
330,1395,48.7,1.39,0.79,1.87,2.45,0.94,1.25,2.25,44.35,26.38,17.01,19.81,13.89,31.81,20,8.39,62.89,735558,7.78,0.78,31.16,31.16,17.28,22.47,28.4
332,1395,50.08,0.74,2.21,14.64,2.8,1.12,0.61,1.61,62.03,35.23,30.21,26.12,19.92,30.76,24.24,23.34,83.55,856430,5.34,0.78,24.05,24.05,18.21,33.29,32.65
338,1395,-2.1,1.02,0.14,4.54,1.27,0.98,2.43,3.43,29.16,22.5,13.04,3.42,2.3,8.08,3.11,45.03,95.12,456403,7.82,0.79,35.8,35.8,11.45,16.07,11.67
340,1395,41.77,1.32,1.9,1.48,1.07,0.88,7.67,8.67,11.53,12.63,4.27,1.73,1.23,8.42,2.96,-19.19,97.06,117815,8.68,0.81,10.94,10.94,23.76,14.8,16.58
351,1395,-44.13,2.51,0.1,3.37,0.77,0.62,8.3,9.3,10.76,8.7,6.24,0.87,1.38,11.78,3.16,65.91,88.16,-34326464,5.77,2.28,5.93,5.93,10.6,7.54,-13.49
354,1395,-37.3,2.73,0.06,3.18,0.58,0.46,3.31,4.31,23.2,25.23,15.35,5.8,3.63,13.17,6.25,54.79,90.12,-51339789,9.86,1.32,41.83,41.83,2.21,19.96,-11.98
356,1395,-54.07,2.42,0,3.47,1.02,0.61,1.87,2.87,34.82,19.73,6.71,0.5,0.31,0.8,0.41,12.76,82.81,177193,9.08,1.06,64.71,64.71,-0.04,9.84,4.67
357,1395,-44.44,2.81,0,21.89,0.62,0.43,2.25,3.25,30.76,10.11,6.21,0.56,0.7,3.27,1.15,154.71,95.87,-10855913,3.72,2.44,52.42,52.42,11.31,6.47,-2.35
358,1395,3.78,0.95,0,9.08,1.14,0.2,3.78,4.78,20.93,9.27,0.11,-2.23,-3.16,-13.55,-8.33,14.44,91.84,92965,8.6,1.7,15.63,15.63,15.71,0.2,-27.94
360,1395,-16.89,0.28,0,1.53,1.25,0.44,2.54,3.54,28.28,3.23,-9.47,-20.03,-13.39,-30.08,-21.17,27.45,95.48,32235,12.71,0.85,64.92,64.92,-6.25,-9.11,-38.89
362,1395,-44.81,2.42,0.4,1.64,1.36,0.5,1.56,2.56,39.11,4.87,1.31,0.74,1.72,3.93,3.3,27.48,85.68,557918,4.35,3.13,15.51,15.51,3.23,1.34,7.66
363,1395,72.63,1.54,0.16,3.49,1.69,1.12,1.1,2.1,47.7,13.8,1.69,1.84,0.84,1.78,1.18,20.77,55.72,431906,5.43,0.95,94.8,94.8,10.55,8.56,3.67
364,1395,-65.81,2.36,0,3.45,1.13,0.15,6.25,7.25,13.8,7.25,-1.77,-2.03,-9.61,-43.05,-28.36,-2.04,80.33,63467,2.76,5.94,7.52,7.52,-0.53,-1.56,-63.6
365,1395,12.73,2.42,0,7.98,1.46,0.87,1.15,2.15,46.43,15.04,-4.31,-4.55,-1.93,-3.94,-2.54,23.99,51.01,100375,13.88,1.06,146.71,146.71,10.75,-2.56,-19.69
366,1395,-26.55,1.13,0,1.66,0.76,0.44,4.48,5.48,18.26,-4.6,-33.41,-44.06,-20.85,-70.19,-46.98,-26.8,91.65,-103461,17.29,0.81,151.97,151.97,18.5,-32.83,346.27
367,1395,-14.41,1.42,0.65,8.26,2.21,1.54,0.76,1.76,56.8,15.66,11.65,10.46,13.98,23.14,21.94,4.64,93.64,606085,5.01,1.4,19.44,19.44,0.87,12.96,27.21
368,1395,-4.95,0.37,0,2.23,1.86,0.71,1.41,2.41,41.54,7.13,-7.74,-10.22,-6.54,-13.77,-10.64,4.87,77.37,120859,16.15,0.83,45.96,45.96,25.51,-8.06,-14.97
369,1395,-26.25,2.29,0,1.07,0.97,0.61,2.92,3.92,25.48,7.19,0.97,-0.6,-1.03,-3.57,-2.14,52.37,85.1,-14461,5.89,2.65,27.57,27.57,2.99,0.98,53.16
370,1395,-2.08,1.72,0.12,2.43,2.55,1.71,0.32,1.32,75.51,12.5,2.8,10.86,6.53,8.57,7.15,58.21,85.82,222344,10.29,1.09,111.85,111.85,3.12,13.8,21.64
371,1395,272.5,1.31,0,0.28,2.61,1.32,0.56,1.56,64.09,20.16,15.35,10.12,6.37,13.27,8.15,51.37,78.08,881344,7.67,0.84,61.03,61.03,2.31,18.13,22.36
372,1395,50.4,0.69,0.65,21.82,1.23,0.73,2.96,3.96,25.24,8.9,3.68,0.99,1.29,4.78,3.04,11.41,90.74,187729,7.67,1.56,13.71,13.71,25.4,3.75,8.19
373,1395,-42.71,2.43,0,6.22,0.86,0.52,2.03,3.03,33.01,4.04,0.76,-1.25,-1.47,-4.13,-2.64,28.24,82.68,-163992,3.74,2.43,43.29,43.29,6.72,1.08,20.17
374,1395,-0.3,1.83,0.09,4.31,1.27,0.96,4.8,5.8,17.25,11.05,4.95,0.16,0.18,0.91,0.27,37.25,90.56,438174,4.7,1.06,14.62,14.62,-7.31,5.38,0.79
375,1395,-15.48,2.96,0,8.4,1.12,0.33,2.83,3.83,26.09,2.84,-1.01,-3.31,-10.25,-32.51,-13.89,28.08,77.12,71054,1.87,4.8,13.88,13.88,-1.63,-0.95,-88.58
376,1395,-46.5,2.86,0,2.05,0.93,0.54,6.02,7.02,14.25,4.99,1.28,-0.09,-0.22,-1.17,-0.48,23.87,88.35,-146078,4.06,3.32,12.28,12.28,-1.56,1.55,10.1
377,1395,74.74,0.58,3.33,0.48,1.28,0.65,1.88,2.88,34.69,9.75,2.58,0.1,0.09,0.24,0.14,38.99,90.66,217933,7.52,1.06,39.76,39.76,-6.94,3.72,0.54
382,1395,12.24,0.08,0.96,0.45,0.99,0.26,2.6,3.6,27.75,13.46,7.79,6.5,9.54,31.31,26.22,16.29,98.16,-24258,5.21,1.94,3.13,3.13,14.96,8.12,212.71
383,1395,79.81,1.18,0.1,9.81,1.87,1.46,0.5,1.5,66.65,13.39,5.73,11.59,15.22,23,16.72,47.31,97.65,78456,7.66,1.98,26.12,26.12,-0.18,13.81,54.63
427,1395,-2.65,-0.18,1.23,15.43,1.05,0.3,2.3,3.3,30.27,25.46,5.2,4.52,4.47,12,9.45,0.87,89.2,9455,17.81,1.52,15.88,15.88,14.08,7.49,43.64
435,1395,36.99,1.73,1.03,4.45,1.75,0.89,0.37,1.37,72.76,35.87,26.69,24.37,15.04,23.12,17.81,91.72,73.94,16757265,7.93,1.79,71.37,71.37,39.38,28.09,190.07
436,1395,4.48,2.3,0.36,4.82,0.93,0.43,0.94,1.91,52.3,34.55,28.45,20.55,10.32,21.17,12.2,29.32,91.12,-6151287,6.62,1.23,74.2,74.2,33.11,32.76,-366.78
441,1395,73.89,0.47,1.23,2.08,0.69,0.19,1.05,2.05,48.78,14.69,14.47,10.08,5.51,11.09,7.82,16.57,87.48,-2852660,2.16,1.64,77.66,77.66,16.93,14.94,-48.14
442,1395,42.62,1.57,0.89,10.41,0.92,0.41,1.29,2.29,43.72,24.17,17.53,13.45,12.11,35.19,19.84,14.55,94.78,-2253256,6.96,1.86,30.11,30.11,23.54,18.81,-92.19
443,1395,-24.62,2.68,0.36,3.62,0.4,0.14,4.57,5.57,17.94,9.77,9.32,5.34,13.66,69.85,28.13,10.71,77.14,-8825729,1.45,10.51,6.37,6.37,4.76,8.62,-39.15
444,1395,-9.24,1.88,0.44,5.86,1.55,1.06,0.69,1.69,59.09,9.68,8.46,5.85,20.98,35.85,29.88,0.32,82.94,10748353,1.23,6.44,10.21,10.21,3.16,7.55,112.02
445,1395,50.73,0.64,1.04,23.72,1.44,1.05,0.95,1.95,51.4,42.69,28.12,27.23,26.2,56.3,36.41,-3.19,97.16,1946002,15.71,1.46,10.3,10.3,20.15,32.58,161.29
465,1395,-0.84,0.83,1.02,3.28,0.9,0.77,7.21,8.21,12.19,9.94,6.96,4.37,5.52,34.65,16.65,-2.58,99.22,-986880,3.79,1.5,4.46,4.46,-6.26,7.67,-72.21
497,1395,-18.26,0.42,0.92,14.78,1.29,0.52,1.13,2.13,46.88,34.23,21.63,17.62,13.68,25.9,21.62,-3.93,94.38,216518,12.62,1.15,31.33,31.33,23.09,23.62,73.96
559,1395,38.66,2.11,1.03,7.65,1.13,0.33,1.1,2.1,47.54,13.2,10.3,9.07,5.55,12.53,6.7,24.36,80.06,668789,2.97,1.26,57.31,57.31,21.63,15.63,99.89
563,1395,7.74,0.18,1.16,1.05,1.42,1.04,1.44,2.44,40.99,49.6,43.96,25.04,17.59,41.27,21.85,-4.84,96.74,548546,5.66,0.84,27.61,27.61,11.42,44.47,65.99
589,1395,10.32,1.95,0,2.92,1.24,1.15,1.4,2.4,41.6,8.55,7.08,1.67,1.77,4.71,2.11,4.31,100,65611,1.52,1.44,27.64,27.64,-28.09,10.53,18.11
592,1395,161.31,1.01,1.07,23.94,2.84,2.38,0.35,1.35,73.92,47.94,29.51,29.87,68.36,96.67,73.83,23.04,93.19,7330671,18.66,2.82,7.52,7.52,23.25,30.17,182.06
598,1395,-8.59,0.55,0.74,12.19,0.63,0.25,0.86,1.86,53.78,48.86,38.7,31.64,15.18,26.89,19.57,-6.95,97.53,-1675815,10.09,1.72,72.73,72.73,38.29,40.21,-163.45
613,1395,1.82,0.67,0.91,5.85,1.37,0.98,0.75,1.75,57.12,44.2,39.53,48.98,48.96,80.43,72.69,-1.01,97.37,6188945,4.17,1.81,9.6,9.6,54.33,51.14,254.8
674,1395,16.74,0.44,0.11,9.22,0.65,0.3,2.3,3.3,30.26,20.99,9.55,7.88,5.17,15.24,8.43,-1.88,95.62,-819935,11.44,1.51,28.78,28.78,23.69,12.44,-24.36
736,1395,65.21,1.39,0,10.62,1.08,0.4,1.35,2.35,42.63,-0.37,-3.94,-10.83,-5.7,-13.04,-9.85,49.98,91.8,1090501,2.59,0.99,98.14,98.14,21.63,-3.42,-120.61
739,1395,93.81,2.12,0,56.39,1.21,0.83,24.54,25.54,3.92,6.77,6.11,5.52,23.48,189.48,79.62,8.53,78.49,1461034,1.67,3.87,3.21,3.21,7.44,6.83,128.13
740,1395,105.23,0.31,0.12,9.95,0.33,0.25,3.04,4.04,24.78,32.59,17.85,17.01,5.15,19.67,10.79,27.17,78.92,-152691,14.62,1.41,78.99,78.99,65.25,24.11,-13.93
