CompanyId,PersianYear,Return,Beta,DPR,Cash to total assets ratio,Current ratio,Quick Ratio,Debt to equity ratio,Equity Ratio,DuPont Ratio,Gross profit margin,Operating profit margin,Net profit margin,Return on assets,Return on equity,Return on investment,Sales growth rate,Current debt to total debt Ratio,Net working capital,Cost to sales ratio,Sale to current assets,Capital to sales ratio,Operating cash flow to sales,Cash flow returns to sales,Profit margin before interest and taxes,Net return on working capital
772,1395,27.94,3.03,0.39,1.22,0.58,0.37,0.73,1.73,57.75,34.71,30.01,28.12,8.75,14.39,11.23,108.07,63.64,-708565,4.56,1.92,156.97,156.97,18.31,31.96,-85.74
777,1395,-4.78,2.57,0.74,3.75,1.16,0.82,1.41,2.41,41.42,8.9,7.62,6.27,14.14,39.38,32.51,12.5,97.94,6404494,1.4,3.56,8.4,8.4,8.15,7.97,246.08
786,1395,104.12,0.98,0.98,26.15,2.15,0.76,0.57,1.57,63.65,21.05,16.83,15.53,16.9,27.81,23.19,22.77,93.91,67285,4.52,1.46,37.97,37.97,19.5,18.16,52.85
792,1395,50.27,1.34,1.1,7.17,1.13,0.88,3.23,4.23,23.66,12.1,7.92,4.48,6.12,21.13,11.24,43.86,96.15,47889,4.47,1.45,12.26,12.26,5.81,8.96,39.82
813,1395,5.94,3.14,0.22,12.47,2.25,1.24,0.64,1.64,60.86,8.8,7.94,7.09,27.81,51.31,36.48,8.34,62.27,10212222,1.24,7.12,12.23,12.23,3.18,8.71,137.96
814,1395,139.14,1.95,0,2.11,1.33,1.1,1.18,2.18,45.89,-8.46,-6.33,-8.87,-5.42,-10.59,-9.3,10.99,88.2,40553,9.4,0.94,64.23,64.23,5.67,-6.03,-29.02
925,1395,156.81,2.37,0.64,48.01,1.6,0.99,0.69,1.69,59.24,24.09,24.71,28.47,34.01,53.29,43.66,53.92,94.23,160852,3.37,1.53,27.39,27.39,23.1,31.46,103.97
1212,1395,-6.8,0.69,1.38,0.59,1.06,0.96,2.84,3.84,26.01,39.89,30.43,4.78,2.63,9.74,2.84,22.7,99.14,100949,9.41,0.66,32.86,32.86,-6.02,31.98,58.36
1422,1395,-1.08,1.43,0,1.42,1.03,0.86,7.67,8.67,11.53,25.38,13.16,6.43,3.54,29.9,5.96,12.65,94.99,28638,13.87,0.58,28.27,28.27,32.15,26.15,66.32
1435,1395,19.37,0.46,1.15,0.14,1.24,0.98,2.08,3.08,32.51,35.5,31.46,18.48,15.53,44.85,22.95,10.78,99.15,286088,5.53,0.89,22.64,22.64,-6.32,30.08,84.98
1461,1395,33.12,-0.7,0,1.04,0.96,0.13,6.54,7.54,13.26,13.16,10.49,7.09,7.44,43.99,14.25,2.63,97.94,-34152,3.81,0.88,20.82,20.82,1.55,12.03,-89.5
1540,1395,16.9,0.59,0.96,5.47,1.26,0.98,2.72,3.72,26.89,35.15,31.31,18.42,15.34,51.7,26.27,-4.33,98.49,423446,3.75,0.86,8.49,8.49,25.38,32.81,71.22
1576,1395,-5.77,0.34,2.2,2.91,1.08,0.61,3.83,4.83,20.68,31.71,17.41,7.65,9.48,39.89,23.86,6.85,98.79,612105,13.71,1.51,8.39,8.39,27.02,13.96,120.05
1584,1395,74.39,2.15,0.8,2,1.52,1.12,1.37,2.37,42.23,19.64,13.86,10.02,20.08,50.02,36.77,-11.28,95.1,179256,5.74,2.29,10.02,10.02,7.26,14.07,75.48
1631,1395,-0.62,3.15,0.98,21.69,0.54,0.22,7.45,8.45,11.84,6,4.16,3.81,7.79,83.16,27.84,3.14,95.59,-6193806,1.84,4.02,3.94,3.94,9.39,4.13,-16.54
1632,1395,12.81,1.26,0.91,1.68,1.43,0.94,1.51,2.51,39.85,30.67,21,18.41,20.99,55.68,31.45,-3.93,97.72,2498714,10.34,1.3,9.3,9.3,19.85,24.38,90.32
1635,1395,7.28,0.88,1.04,22.68,9.2,6.07,0.2,1.2,83.47,44.37,33.95,39.89,33.64,40,41.42,-19.86,53.83,3342801,10.42,1.16,41.28,41.28,30.9,44.3,45.51
1636,1395,-15.79,1.19,0.25,1.15,1.03,1.03,6.42,7.42,13.48,64.51,64.42,24.39,7.02,61.54,7.52,5.08,66.16,259853,0.09,0.48,19.37,19.37,3.87,51,97.49
1710,1395,103.14,1.64,0.89,0.78,1.35,0.94,1.99,2.99,33.5,11.03,6.84,4.61,12.55,38.38,23.42,3.22,96.54,253643,4.21,3.01,6.85,6.85,5.79,6.97,58.16
1732,1395,23.3,0.22,0.93,4.61,1.29,1.01,0.71,1.71,58.38,40.01,32.34,32.37,35.34,61.3,57.59,12.24,97.21,5645745,8.44,2.11,18.3,18.3,35.12,32.67,329
12286,1395,-4.22,1.38,0.76,7.31,1.55,0.67,0.93,1.93,51.79,29.66,20.16,15.07,16.64,31.47,27.23,10.47,98.43,1311481,10.16,1.42,19.07,19.07,10.24,21.35,49.61
12415,1395,56.99,1.53,0.38,3.53,1.66,1.14,1.4,2.4,41.61,14.97,11.29,8.41,11.88,25.65,17.21,11.57,91.95,159993,3.81,1.39,17.87,17.87,4.67,11.65,28.87
12486,1395,34.59,0.11,1.08,2.86,1.65,1.36,1.04,2.04,49.03,36.46,27.84,20.98,25.33,52.7,27.97,3.78,96.88,1895677,8.65,1.37,10.6,10.6,26.17,29.97,80.06
12487,1395,125.06,1.43,0.12,19.47,1.04,0.59,1.76,2.76,36.21,20.8,19.85,12.07,10.32,43.88,12.54,23.01,82.87,196483,1.51,1.61,33.19,33.19,4.36,17.13,-68.73
12723,1395,22.43,0.98,1.29,9.57,2.65,2.06,0.31,1.31,76.16,35.75,34.75,31.43,30.88,40.34,36.61,1.61,96.96,15149563,1.26,1.51,38.71,38.71,32.43,35.74,86.1
12724,1395,9.12,0.92,0.61,1.97,2.22,1.73,0.88,1.88,53.16,54.87,56.54,44.55,24.68,56.8,30.43,-4.73,44.57,6318134,1.86,1.26,45.1,45.1,48.14,52.24,123.86
12751,1395,88.43,1.61,0.59,3.04,2.53,2.01,0.44,1.44,69.67,31.85,28.61,25.77,25.28,40.87,32.41,36.49,100,425991,3.24,1.18,43.36,43.36,14.13,31.42,48.04
12927,1395,197.87,2.22,0.43,27.05,2.41,1.62,0.4,1.4,71.6,30.32,26.25,28.82,41.75,63.14,49.26,44.46,88.59,167788,4.06,2.11,19.03,19.03,30.54,28.88,154.57
12942,1395,-27.52,0.81,0.99,1.72,0.47,0.43,3.69,4.69,21.3,64.99,64.14,52.08,10.82,41.65,48.79,-12.36,100,-12999702,0.85,0.55,44.78,44.78,39.14,65.71,-26.34
13079,1395,69.12,1.29,1.71,1.77,0.7,0.32,4.64,5.64,17.74,11.22,4.49,5.99,5.62,27.54,8.45,-44.94,52.09,-81489,3.65,2.87,12.79,12.79,20.31,6.74,-76.98
13089,1395,173,2.5,0.95,1.65,0.87,0.21,2.36,3.36,29.75,27.09,15.37,5.65,6,20.09,7.55,-0.24,95.92,-104641,11.84,1.77,21.57,21.57,11.96,15.79,-79.63
13126,1395,51.04,1.44,0.63,1.57,0.68,0.33,0.91,1.91,52.23,19.53,11.16,17.29,13.36,25.9,19.99,-47.87,88.5,-80840,7.81,2.62,43.58,43.58,15.88,20.99,-95.08
13150,1395,33.8,0.05,0.9,21.66,2.02,1.39,0.72,1.72,58.19,21.96,15.34,11.52,31.36,60.06,49.12,2.04,88.65,209731,6.76,3.61,8.01,8.01,18.15,15.85,93.38
13214,1395,43.59,1.36,1.66,0.93,3.01,1.85,0.32,1.32,75.6,34.04,34.16,25.61,12.91,18.39,14.55,-17.79,87.58,545421,1.95,0.81,114.08,114.08,11.53,34.31,34.25
1,1396,-22.75,1.03,0.39,12.22,0.41,0.22,1.93,2.93,34.08,19.76,15.91,12.78,7.86,27.68,15.53,14.2,92.63,-370415,4.08,2.27,20.16,20.16,21.56,16.38,-17.71
2,1396,28.14,1.9,0.7,1.99,0.97,0.82,1.14,2.14,46.7,25.91,20.08,14.32,11.56,24.76,17.28,23.47,86.26,-7412,5.83,1.7,40.89,40.89,14.06,20.22,-187.52
3,1396,33.85,2.17,0.88,8.68,0.84,0.31,0.43,1.43,69.76,30.24,28.54,36.42,19.15,29.31,23.42,64.84,98.29,-3429707,0.77,1.98,96.95,96.95,32.79,36.42,-178.04
4,1396,68.47,2.46,0.93,3.76,1.12,0.96,0.67,1.67,59.97,51.67,46.38,41.52,24.69,43.17,31.42,65.13,84.94,3903156,6.36,1.59,53.34,53.34,31.22,47.16,-1675.15
6,1396,13.02,2.36,0.17,1.87,9.44,8.45,0.13,1.13,88.23,72.49,62.36,62.39,48.38,54.34,42.74,72.99,84.25,1266222,10.13,0.66,21.69,21.69,4.7,62.39,58.23
7,1396,18.15,-0.82,0,23.08,0.49,0.24,13.75,14.75,6.78,25.42,-9.85,-19.46,-13.27,-75.5,-42.79,-17.9,95.02,-64893,12.58,1.27,37.38,37.38,-11.02,-12.93,40.66
9,1396,210.8,0.75,0.32,0.43,1.37,0.72,0.79,1.79,55.96,23.67,11.96,17.19,10.47,21.67,15.73,235.02,81.29,59233,11.71,1.29,72.29,72.29,12.23,23.86,207.77
10,1396,43.35,2.08,1.15,8.15,6.07,4.44,0.12,1.12,89.15,45.7,39.03,48.49,44.88,50.84,41.43,33.54,98.5,1273299,6.69,1.18,27.86,27.86,42.07,48.61,87.79
11,1396,-38.74,-0.34,0.1,7.16,1.96,1.75,0.42,1.42,70.18,31.09,18.12,32.18,20.91,29.69,26.32,20.93,90.55,80296,12.98,1.13,87.94,87.94,3.42,36.05,114.86
14,1396,26.99,0.23,0,11.52,1.99,1.25,0.76,1.76,56.98,24.21,-80.41,-24.41,-4.04,-13.45,-6.15,-3.51,83.43,45422,48.92,0.26,833.47,833.47,28.4,31.56,-36.25
15,1396,-3.77,1.97,4.35,1.79,5.53,0.61,0.26,1.26,79.4,21.93,3.63,3.21,2.31,2.89,2.89,-25.56,70.92,62258,15.19,0.95,69.26,69.26,10.06,3.51,3.59
19,1396,-53.29,-0.53,0.13,3.84,2.11,1.67,0.47,1.47,67.8,37.89,9.65,24.4,16.24,24.23,20.52,-8.4,69.89,37696,28.66,1.37,76.34,76.34,4.18,26.36,38.51
27,1396,-9.14,0.88,NULL,3.96,0.79,0.4,1.87,2.87,34.89,17.29,5.35,0.5,0.73,2.33,1,7.49,94.73,-586881,11.94,2.85,22.43,22.43,3.26,5.59,-4.04
28,1396,14.33,0.06,1.71,2.09,1.38,0.92,1.83,2.83,35.32,12.12,6.29,4.15,9.21,26.4,19.57,12.92,91.45,272193,5.85,2.6,7.72,7.72,6.81,6.8,44.04
29,1396,34.17,0.62,0,2.17,0.52,0.32,2.32,3.32,30.15,12.39,6.46,2.64,4.14,14.53,7.84,3.17,96.81,-280265,5.66,4.37,29.7,29.7,7.5,6.94,-17.82
30,1396,-21.8,1.1,0.25,19.15,0.99,0.76,1.21,2.21,45.27,15.87,6.42,0.24,0.17,0.35,0.2,24.29,88.73,-5384,9.49,1.44,38,38,3.82,7.32,117.21
31,1396,-1.19,0.27,0.84,5.65,1.55,0.98,1.57,2.57,38.86,12.86,7.56,6.33,11.74,29.95,18.55,-7.45,91.05,244013,5.47,2.04,14.23,14.23,5.51,8.75,38.95
35,1396,6.42,0.28,0.59,30.7,2.42,1.99,0.51,1.51,66.4,15.75,8.24,16.17,17.35,29.17,25.96,3.32,90.23,202688,7.75,1.53,37.91,37.91,-0.87,16.3,44.35
38,1396,85.09,0.49,0.9,0.25,1.27,1.09,1.05,2.05,48.81,15.5,9.63,6.72,6.24,14.07,11.74,5.54,84.37,112167,5.09,1.86,30.36,30.36,22.12,9.09,62.83
52,1396,79.39,0.32,0.99,10.03,1.18,0.56,3.01,4.01,24.92,13.31,10.28,8.18,16.69,65.7,33.43,37.26,97.94,272483,1.51,2.02,5.4,5.4,14.77,12.37,134.51
54,1396,3.72,1.42,0,2.64,1.39,0.86,2.45,3.45,29,10.38,6.09,2.55,6.45,27.39,10.24,50.24,87.73,203764,4.46,2.47,18.37,18.37,4.99,6.69,34.86
55,1396,94.18,1.5,0.66,3.09,1.95,0.66,0.8,1.8,55.57,15.3,14.14,14.58,24.54,48.67,36.75,31.44,98.04,481376,1.4,1.73,19.4,19.4,0.15,17.8,71.46
56,1396,-19.38,0.2,0.51,5.23,1.68,1.33,0.64,1.64,61,19.61,12.62,10.28,7.82,13.16,10.56,-6.01,91.18,768381,7.29,1.27,52.34,52.34,14.94,15.29,32.12
61,1396,-12.14,0.03,0.15,1.89,1.05,0.99,9.05,10.05,9.95,20.49,5.73,3.23,5.34,49.94,11.06,23.87,98.77,67054,14.83,1.63,1.64,1.64,3.17,5.93,98.61
62,1396,-3.56,0.31,0.9,7.19,0.66,0.31,9.27,10.27,9.73,34.21,14.74,1.47,1.34,14.3,1.84,8.8,90.98,-1273540,19.99,1.66,8.8,8.8,16.84,15.17,-4.01
73,1396,-7.39,0.12,0.11,1.48,1.42,0.67,0.91,1.91,52.34,11.38,2.46,3.05,1.54,3.12,2.54,24.38,95.88,58709,8.93,0.77,65.68,65.68,1.41,5.66,9.7
94,1396,-14.31,0.76,0,24.2,1.48,0.52,1.13,2.13,46.98,0.72,-29.04,-33.15,-27.86,-89.31,-39.82,357.95,93.54,36869,22.69,1.23,71.33,71.33,7.19,-26.37,-814.4
96,1396,3.26,1.9,0,8.55,0.75,0.55,2.59,3.59,27.84,-5.74,-14.82,-16.73,-13.13,-38.09,-27.1,38.78,84.19,-69908,6.82,1.81,65.16,65.16,-0.96,-13.18,139.23
97,1396,64.51,-0.24,0.34,5.01,1.36,1.08,1.71,2.71,36.92,6.57,-14.46,9.82,7.87,25.06,11.03,-24.47,89.38,126382,19.05,1.13,33.42,33.42,4.82,21.18,68.08
107,1396,96.44,0.28,0.88,3.56,1.39,0.86,1.47,2.47,40.49,28.7,20.49,12.91,15.64,43.38,19.97,23.2,92.71,1391079,8.37,1.68,15.08,15.08,20.49,21.69,78.63
108,1396,57.58,1.11,0.93,5.62,1.05,0.53,1.87,2.87,34.83,40.99,35.21,26.67,24.1,69.6,32.01,15.91,91.75,492337,6.44,1.47,12.13,12.13,28.7,39.61,818.83
112,1396,27.08,0.4,0.81,48.4,1.73,1.09,0.47,1.47,68.16,53.6,48.81,41.25,43.58,66.37,49.62,14.64,79.7,208743,4.79,2.29,18.62,18.62,50.1,53,258.58
115,1396,-39.18,0.91,0,5.22,0.62,0.34,0.65,1.65,60.44,20.92,-4.28,-1.71,-0.96,-1.74,-1.63,-3.66,88.63,-55533,13.53,2.97,11.49,11.49,1.79,4.37,5.38
116,1396,86.15,1.99,0.78,40.94,2.22,1.82,0.66,1.66,60.27,57.97,56.15,57.97,50.37,89.13,62.46,47.78,89.07,10108788,8.74,0.91,11.9,11.9,58.85,57.97,135.96
118,1396,70.61,1.05,0.96,40.14,2.76,1.76,0.5,1.5,66.76,22.94,15.92,17.45,24.26,39.39,29.52,19.22,76.93,10309502,7.19,1.79,27.88,27.88,16.72,20.35,64.31
119,1396,-7,1.26,0,8.27,1.03,0.67,0.98,1.98,50.53,12.84,6.78,0.27,0.2,0.37,0.22,11.69,62.17,13166,5.53,2.22,66.94,66.94,16.69,7.07,-6.61
120,1396,84.27,1.52,0.89,15,1.26,0.76,0.91,1.91,52.29,23.61,17.19,20.64,10.24,17.6,10.3,11.89,49.81,65371,8.14,1.45,87.18,87.18,34.66,23.7,133.84
121,1396,3.95,1.23,0,16.88,0.38,0.24,-60.63,-59.63,-1.68,42.11,27.88,-8.45,-4.42,-56.67,-6.68,39.67,53.98,-11202996,13.53,2.48,29.71,29.71,38.43,14.18,13.06
129,1396,-31.3,1.12,0.74,2.24,1.55,1.11,3.11,4.11,24.33,13.7,8.84,0.59,0.35,1.56,0.52,30.75,78.06,255365,4.66,0.64,21.58,21.58,19.01,10,1.37
131,1396,-17.23,0.03,0.86,0.51,1.7,1.49,1.01,2.01,49.7,43.06,37.27,37.22,17.54,37.57,22.84,-2.36,97.88,1767327,5.34,0.54,16.41,16.41,11.59,52.3,50.79
132,1396,-5.4,0.16,0.84,1.19,1.26,1.1,3.24,4.24,23.59,46.74,40.08,19.91,12.82,52.2,18.76,-6.27,98.93,589425,6.75,0.65,15.3,15.3,29.29,41.43,63.94
133,1396,-18.12,0.45,0.68,0.57,1.33,0.96,2.06,3.06,32.73,32.66,24.13,31.42,16.65,48.06,29.09,7.54,94.78,501373,9.08,0.61,19.52,19.52,10,42.02,76.91
134,1396,-23.16,0.21,0.85,2.52,1.27,1.05,2.8,3.8,26.34,47.75,41.73,27.87,15.22,56.15,20.64,3.28,98.25,900888,6.05,0.57,16.96,16.96,21.71,49.93,78.52
135,1396,-20.93,0.95,0.53,0.67,1.17,0.83,1.8,2.8,35.7,28.89,23.6,12.86,6.43,21.81,7.24,2.06,82.25,183564,5.29,0.78,45.43,45.43,6.47,26.68,76.23
137,1396,8.92,0.2,0.82,0.92,1.67,1.42,0.99,1.99,50.26,59.12,55.8,35.55,18.37,40.81,24.75,2.16,97.16,1460464,8.6,0.62,11.16,11.16,28.01,55.21,67.95
139,1396,-24.17,0.68,0.15,1.69,1.38,1.19,1.47,2.47,40.56,12.9,8.25,2.56,1.62,3.8,2.25,42.18,99.1,538744,4.41,0.73,37.51,37.51,7.35,12.84,6.83
141,1396,-28.47,0.51,0,0.62,0.82,0.73,-5,-4,-25,34.3,24.23,-6.96,-3.75,0,-6.01,26.12,81.89,-218385,7.46,0.67,15.56,15.56,20.3,24.39,16.53
143,1396,-24.55,0.25,1.59,0.41,1.14,0.98,3.14,4.14,24.16,43.88,33.05,13.58,5.48,17.73,8.9,-1.45,98.35,318487,8.28,0.51,15.73,15.73,17.23,34.12,32.76
144,1396,-42.01,-0.11,0,2.88,0.88,0.78,10.65,11.65,8.58,13.06,-24.67,-35.69,-15.68,-69.83,-28.39,-25.01,97.76,-455214,34.44,0.6,20.66,20.66,2.66,-14.11,-289.11
145,1396,3.44,0.24,0.46,5.93,1.37,1.08,1.05,2.05,48.79,44.93,38.35,21.25,11,22.56,12.53,9.42,97.05,482015,6.65,0.71,65.4,65.4,24.31,39.51,57.38
146,1396,-12.01,-0.11,0.9,9.43,1.29,0.9,1.28,2.28,43.81,57.5,52.44,38.78,28.21,56.79,33.37,10.26,96.4,524968,6.23,0.89,19.39,19.39,32.67,52.67,103.22
147,1396,3.96,-0.04,0.96,0.47,1.9,1.57,0.93,1.93,51.72,50.66,47.7,36.08,28.35,52.17,31.03,11.85,99.24,2274294,2.78,0.75,25.73,25.73,13.93,50.63,61.89
150,1396,-14,-0.24,1.08,2.48,2.19,1.95,0.52,1.52,65.9,60.2,54.29,43.26,31.44,44.1,37.75,13,90.57,483321,6.85,0.96,46.64,46.64,27.85,56.05,73.29
151,1396,-25.95,0.55,0.72,0.56,1.19,0.94,5.24,6.24,16.03,36.05,28.69,8.51,6.39,37.29,8.87,-2.98,94.79,655805,5.58,0.81,13.31,13.31,26.32,29.02,44.56
152,1396,-51.9,-0.17,0,0.77,0.82,0.67,-8.05,-7.05,-14.19,19.51,12.69,-22.12,-10.21,-636.35,-18.01,-22.01,99.63,-1111090,5.66,0.53,8.79,8.79,19.9,13.48,197.3
155,1396,0.91,0.11,0.8,0.33,1,0.83,4.85,5.85,17.08,40.05,35.25,13.19,8.33,48.15,11.15,10.73,94.69,18757,4.61,0.75,12.1,12.1,18.37,35.32,-1161.38
156,1396,-34.58,0,0.95,1.2,1.27,0.87,2.12,3.12,32.07,39.52,31.98,19.55,11.68,33.82,16.78,2.83,95.97,470193,8.84,0.7,23.21,23.21,14.39,32.09,59.6
157,1396,-15.6,0.05,1.01,0.93,1.37,1.14,2.16,3.16,31.6,27.76,21.63,10.91,9.64,30.25,13.34,4.16,96.81,332859,4.19,0.89,23.42,23.42,1.83,21.69,39.48
159,1396,-12.17,0.35,0,1.54,1.05,0.81,1.24,2.24,44.65,24.49,16.06,1.58,0.67,1.55,0.82,53.34,91.9,41216,8.05,0.74,109.52,109.52,3.75,17.94,-25.34
168,1396,43.02,1.83,0.69,5.7,1.45,0.84,1.12,2.12,47.22,26.97,20.66,15.51,14.97,33.71,24.28,58.4,97.21,384423,6.3,1.2,16.72,16.72,6.86,20.54,105.82
169,1396,39.69,1.11,0,1.52,0.83,0.59,-64.45,-63.45,-1.58,16.04,10.19,6.59,14.11,0,45.26,88.07,94.87,-91710,4.37,2.29,11.58,11.58,4.3,11.13,-55.75
175,1396,-28.43,1.35,0,5.93,1.07,0.52,5.22,6.22,16.07,12.57,3.04,0.48,0.85,5.66,1.77,27.38,83.23,59060,7.19,2.47,12.69,12.69,6.21,3.33,14.23
178,1396,-5.07,0.97,1.03,4.01,1.27,0.73,1.16,2.16,46.33,18.9,15.23,10.69,10.64,21.4,14.76,2.9,82.22,1163055,3.6,1.7,27.48,27.48,12.71,15.72,74.41
179,1396,-16.24,1.54,0,2.01,1.3,0.85,2.47,3.47,28.8,14.09,7.71,-0.29,-0.23,-0.78,-0.33,21.3,94.22,377299,5.86,0.92,39.74,39.74,3.68,9.51,-1.15
182,1396,9.34,1,1.18,1.86,1.28,0.42,0.76,1.76,56.68,34.13,4.18,5.8,1.3,2.23,2.24,-1.74,98.38,-111184,16.45,0.41,168.12,168.12,7.06,7.1,-9.59
186,1396,-2.31,1.61,0,1.14,0.68,0.36,1.94,2.94,34.07,6.12,2.95,0.11,0.32,1.01,0.71,59.87,90.01,-330293,3.39,8.18,16.05,16.05,7.28,3.04,-2.46
187,1396,-35.23,0.61,0.4,11.87,1.86,0.61,1.08,2.08,48.07,16.5,7.14,1.68,2.48,5.24,3.98,32.67,95.16,50374,9.58,1.6,29.25,29.25,19.66,6.02,9.11
192,1396,6.11,0.18,0.96,12.08,1.11,0.69,1.62,2.62,38.19,13.76,3.95,3.04,3.33,9.34,5.76,22.1,85.96,28373,9.85,1.79,13.12,13.12,16.11,5.83,26.39
193,1396,-16.97,2.02,0.07,3.22,1.13,0.76,0.88,1.88,53.25,18.09,-6.4,116.67,47.69,133.97,56.47,-12.27,84.68,58283,15.76,0.82,58.08,58.08,2.71,129.16,-575.18
196,1396,-16.14,0.83,0,7.71,1.74,0.99,2.11,3.11,32.18,10.55,0.7,-0.74,-1.04,-3.08,-1.28,12.78,69.71,141359,8.68,1.42,48.95,48.95,-16.55,1.99,-2.97
200,1396,93.51,1.32,0.88,5.12,1.45,0.77,1.01,2.01,49.7,36.38,26.72,26.22,19.39,39.9,31.61,37.71,96.9,345705,9.6,0.97,34.41,34.41,17.99,31.66,103.71
201,1396,-28.57,1.37,0.27,32.15,1.89,1.1,0.47,1.47,68.02,40.29,30.9,35.96,10.37,15.35,9.8,-0.96,72.04,365080,9.2,0.56,115.08,115.08,37,45.67,48.24
202,1396,-26.03,1.3,0.26,10.25,1.47,1.09,0.49,1.49,67.15,33.91,27.02,31.54,11.22,16.53,11.59,11.59,97.47,157461,6.9,0.71,145.38,145.38,12.26,32.83,79.93
204,1396,-32.55,1.37,0,2.1,1.41,0.77,3.81,4.81,20.79,11.31,0.77,1.14,0.87,4.04,1.69,1.69,79.41,193226,11.51,0.87,51.89,51.89,1.14,6.95,3.26
208,1396,-21.18,-0.03,0,0.38,1.3,0.41,1.2,2.2,45.45,3.88,-6.16,-7.49,-3.28,-6.96,-6.52,-16.75,93.72,96214,13.81,0.69,88.07,88.07,6.55,-5.28,-20.35
209,1396,-54.15,0.94,0.97,4.21,1.12,0.37,2.95,3.95,25.34,22.04,7.42,4.94,5.64,19.22,11.49,-10.49,98.76,44354,10.63,1.33,15.39,15.39,9.96,7.62,42.27
210,1396,-12.18,-0.28,0,2.2,0.49,0.26,-3.84,-2.84,-35.24,-140.66,-195.45,-300.3,-19.84,0,168.66,-35.66,97.21,-719431,59.28,0.09,284.95,284.95,119.08,-231.83,32.05
211,1396,43.32,0.74,0.53,5.51,1.42,0.83,1.73,2.73,36.57,22.14,13.33,6.94,5.33,14.84,9.38,6.47,95.14,389867,7.02,0.91,33.33,33.33,18.59,13.52,21.46
212,1396,-20.57,1.41,0.53,4.42,1.45,0.55,0.99,1.99,50.15,18.93,7.92,7.04,5.62,11.12,8.36,13.78,81.07,270169,11.5,1.38,43.8,43.8,14.76,11.13,34.82
213,1396,12.32,0.65,0,0.29,0.74,0.33,1.95,2.95,33.86,16.84,9.38,-6.34,-2.78,-7.66,-4.13,-15.18,89.88,-125408,7.55,0.99,85.37,85.37,13.19,9.97,20.62
215,1396,-35.64,0.77,0,2.23,0.69,0.37,1.22,2.22,45.07,17.04,5.13,0.23,0.07,0.15,0.09,8.32,70.3,-1023600,7.13,1.1,68.88,68.88,-0.48,14.23,-0.51
218,1396,-22.92,0.56,0.7,0.08,0.62,0.25,2.46,3.46,28.91,33.02,15.13,7.47,4.52,16.2,7.99,29.69,73.5,-498371,7.39,1.82,37.52,37.52,20.79,16.43,-17.79
223,1396,-8.76,-0.06,0.53,12.63,0.86,0.36,2.13,3.13,31.94,27.23,15.82,11.43,6.26,20.28,11.54,1,85.75,-93336,8.31,1.1,35.63,35.63,10.01,22.14,-55.31
224,1396,-3.3,0.48,0.69,12.35,0.85,0.29,1.58,2.58,38.74,30.48,21.02,16.38,9.25,23.94,14.9,-7.59,94.31,-124150,8.25,1.11,37.48,37.48,17.27,24.01,-94.27
226,1396,1.58,0.67,0.9,0.52,1.31,0.52,0.65,1.65,60.67,34.6,28.08,23.88,16.95,33.43,23.27,12.97,94.84,224714,3.8,1.45,50.93,50.93,30.07,29.25,-766.23
228,1396,32.3,-0.06,0.81,37.72,0.88,0.5,3.32,4.32,23.17,27.14,20.75,24.97,17,76.87,24.49,11.39,96.84,-96753,6.39,0.97,7.5,7.5,23.42,35.07,-150.23
229,1396,-18.76,0.16,0.9,13.91,0.98,0.44,1.04,2.04,48.96,32.12,26.01,15.24,7.48,19.29,9.14,13.39,94.11,-19020,6.1,1.06,72.17,72.17,32.86,29.8,-52.94
230,1396,-17.63,1.64,0,3.1,0.67,0.45,4.58,5.58,17.91,7.94,-4.58,-2.6,-1.19,-6.16,-2.84,3.25,80.37,-342449,12.03,1.03,87.95,87.95,5.55,1.59,4.2
232,1396,-13.37,-0.19,0.63,12.39,0.77,0.24,1.84,2.84,35.15,35.59,17.99,15.67,13.49,38.79,29.44,-3.39,96.28,-140346,16.22,1.77,6.59,6.59,15.2,21.21,-118.17
233,1396,40.4,-0.18,1.11,36.63,1.17,0.66,1.54,2.54,39.38,27.02,18,17.46,17.36,44.58,31.27,3.84,94.15,104558,8.99,1.45,12.06,12.06,28.81,22.67,183.97
235,1396,-20.63,-0.14,0.89,4.89,0.82,0.41,2.14,3.14,31.85,26.04,15.35,9.44,6.65,19.88,11.42,-6.89,85.05,-150784,10.82,1.4,21.06,21.06,11.15,18.11,-44.06
239,1396,-16.48,0.51,0.57,36.52,1.12,0.79,2.59,3.59,27.82,30.56,21.78,19.92,9.54,33.86,13.47,13.07,73,158170,4.81,0.79,32.45,32.45,33.87,28.43,513.24
241,1396,-7.26,-0.09,1.1,7.08,0.59,0.4,1.91,2.91,34.36,21.26,13.57,12.12,7.58,20.71,14.06,13.59,93.98,-279522,6.01,1.65,34.9,34.9,13.67,16.35,-38.24
242,1396,-28.99,0.65,0.64,15.62,2.63,1.02,0.3,1.3,77.17,15.35,8.52,15.25,7.85,10.25,8.82,15.31,75.31,512925,6.83,1.11,97.64,97.64,18.77,16.97,29.74
250,1396,22.1,0.7,0.73,37.66,1.98,1.47,0.32,1.32,75.51,66.56,62.25,54.06,42.53,61.46,48.78,34.04,97.15,258457,9.02,1.46,22.91,22.91,64.93,68.11,263.02
254,1396,62.03,-1.08,0.4,15.12,0.82,0.16,2.42,3.42,29.26,12.24,10.66,7.17,15.12,51.48,25.55,30.18,99.52,-169919,2.21,3.19,5.79,5.79,11.22,11.46,-94.6
